ko_id,ko_name,n_cells,kruskal_pval,dunns_1-2,dunns_1-3,dunns_2-3,fc_1-2,fc_1-3,fc_2-3,minfc_1,minfc_2,minfc_3,maxp_1,maxp_2,maxp_3
KO:K00021,hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34],6293,1.2944708649624406e-79,2.761674910210139e-23,8.3367316938345e-31,6.551891597773395e-81,0.4026475,-0.67418957,-1.0768371,-0.67418957,-1.0768371,0.67418957,2.761674910210139e-23,2.761674910210139e-23,8.3367316938345e-31
KO:K00022,3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],2466,2.081134850349062e-46,0.012630877267830735,7.092849956868961e-46,4.269020897064791e-29,0.24867749,1.5051072,1.2564297,0.24867749,-0.24867749,-1.5051072,0.012630877267830735,0.012630877267830735,4.269020897064791e-29
KO:K00023,acetoacetyl-CoA reductase [EC:1.1.1.36],6478,0.0,1.4617444603869395e-97,0.0,4.628990723988346e-74,0.7174449,1.815731,1.0982862,0.7174449,-0.7174449,-1.815731,1.4617444603869395e-97,4.628990723988346e-74,4.628990723988346e-74
KO:K00024,malate dehydrogenase [EC:1.1.1.37],6537,1.4004864810801117e-116,9.62136466700318e-109,0.05025841843207985,5.024859135009285e-62,-0.6868048,0.00905323,0.695858,-0.6868048,0.6868048,-0.695858,0.05025841843207985,5.024859135009285e-62,0.05025841843207985
KO:K00025,malate dehydrogenase [EC:1.1.1.37],1349,6.402983123956154e-222,4.0281417988249217e-187,0.14527154039182893,3.867786488174656e-145,-2.695996,0.16591215,2.8619082,-2.695996,2.695996,-2.8619082,0.14527154039182893,3.867786488174656e-145,0.14527154039182893
KO:K00026,malate dehydrogenase [EC:1.1.1.37],1696,6.131965517836166e-117,7.309777463145419e-58,2.7296439863930433e-22,2.709823547987137e-111,-1.3271356,0.90008354,2.227219,-1.3271356,1.3271356,-2.227219,2.7296439863930433e-22,7.309777463145419e-58,2.7296439863930433e-22
KO:K00027,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],6521,1.421557344060546e-86,6.944073119678895e-09,5.610766534891054e-55,7.484067760163714e-84,0.08176422,-0.6289673,-0.7107315,-0.6289673,-0.7107315,0.6289673,6.944073119678895e-09,6.944073119678895e-09,5.610766534891054e-55
KO:K00028,malate dehydrogenase (decarboxylating) [EC:1.1.1.39],734,4.307497372738802e-48,4.2021004376650334e-48,0.0022390155946388954,1.6772921491142118e-20,-0.9654846,-0.14566422,0.8198204,-0.9654846,0.8198204,-0.8198204,0.0022390155946388954,1.6772921491142118e-20,0.0022390155946388954
KO:K00029,malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],6535,7.28346533981187e-143,1.1695502518794543e-84,6.777445371799723e-17,1.3346036903059209e-127,-0.4618826,0.38644838,0.848331,-0.4618826,0.4618826,-0.848331,6.777445371799723e-17,1.1695502518794543e-84,6.777445371799723e-17
KO:K00030,isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],6505,0.0,0.0,3.4400045247445687e-10,1.9724755436315575e-277,2.6140332,0.35262442,-2.2614088,0.35262442,-2.6140332,-0.35262442,3.4400045247445687e-10,1.9724755436315575e-277,3.4400045247445687e-10
KO:K00031,isocitrate dehydrogenase [EC:1.1.1.42],6538,1.0529297878997064e-160,2.8636586270898974e-134,0.108297663822741,1.374883428156243e-107,-0.61160755,0.21390438,0.82551193,-0.61160755,0.61160755,-0.82551193,0.108297663822741,1.374883428156243e-107,0.108297663822741
KO:K00032,phosphogluconate 2-dehydrogenase [EC:1.1.1.43],2946,4.144157842218919e-155,1.1724853353117524e-155,1.5581004548753305e-14,1.3265468776089823e-50,3.2428284,1.2660284,-1.9768,1.2660284,-3.2428284,-1.2660284,1.5581004548753305e-14,1.3265468776089823e-50,1.5581004548753305e-14
KO:K00033,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],6538,6.515823215067551e-228,1.971920545197997e-229,6.967114136044765e-29,2.7392807884818838e-61,0.9562092,0.4817686,-0.47444057,0.4817686,-0.9562092,-0.4817686,6.967114136044765e-29,2.7392807884818838e-61,6.967114136044765e-29
KO:K00034,glucose 1-dehydrogenase [EC:1.1.1.47],6501,1.305902352723739e-299,4.542016999064079e-295,5.894883144480997e-75,2.346995051283029e-41,1.3460321,0.7235079,-0.62252426,0.7235079,-1.3460321,-0.7235079,5.894883144480997e-75,2.346995051283029e-41,2.346995051283029e-41
KO:K00035,D-galactose 1-dehydrogenase [EC:1.1.1.48],4767,0.0,9.101673184737275e-150,1.1942526971955408e-305,1.121245010370495e-39,2.0405643,4.561068,2.5205038,2.0405643,-2.0405643,-4.561068,9.101673184737275e-150,1.121245010370495e-39,1.121245010370495e-39
KO:K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],6518,0.0,0.0,3.1569928948304915e-218,5.5436231472014024e-05,1.3715949,1.3563857,-0.015209198,1.3563857,-1.3715949,-1.3563857,3.1569928948304915e-218,5.5436231472014024e-05,5.5436231472014024e-05
KO:K00038,3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53],6340,0.0,3.190955557758814e-67,0.0,4.723170102400817e-102,0.62432384,1.9859195,1.3615956,0.62432384,-0.62432384,-1.9859195,3.190955557758814e-67,3.190955557758814e-67,4.723170102400817e-102
KO:K00039,ribitol 2-dehydrogenase [EC:1.1.1.56],4957,3.351535818450233e-248,7.122202958400438e-125,1.3340254518879746e-210,7.505248699512682e-20,2.077368,2.8055906,0.72822255,2.077368,-2.077368,-2.8055906,7.122202958400438e-125,7.505248699512682e-20,7.505248699512682e-20
KO:K00040,fructuronate reductase [EC:1.1.1.57],6135,3.9779828778997323e-97,0.07017357478347974,7.172458425186484e-91,1.557699763419057e-67,0.03445196,1.7819834,1.7475314,0.03445196,-0.03445196,-1.7819834,0.07017357478347974,0.07017357478347974,1.557699763419057e-67
KO:K00041,tagaturonate reductase [EC:1.1.1.58],5931,0.00038121083178169424,0.5964104460308193,0.00011521171762436768,0.0015843944651185906,-0.10700178,0.47907257,0.58607435,-0.10700178,0.10700178,-0.58607435,0.5964104460308193,0.5964104460308193,0.0015843944651185906
KO:K00042,2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60],6526,1.6024563884436197e-23,0.4685755176138473,1.3052378081769493e-22,1.4510730152393224e-17,0.031830788,0.40405655,0.37222576,0.031830788,-0.031830788,-0.40405655,0.4685755176138473,0.4685755176138473,1.4510730152393224e-17
KO:K00043,4-hydroxybutyrate dehydrogenase [EC:1.1.1.61],3042,1.2148744557031471e-146,8.157891159538145e-129,0.9899246933183932,5.100830423976342e-90,-3.672304,0.28768516,3.959989,-3.672304,3.672304,-3.959989,0.9899246933183932,5.100830423976342e-90,0.9899246933183932
KO:K00045,mannitol 2-dehydrogenase [EC:1.1.1.67],5866,0.0,4.2237160129396545e-141,6.238212384251715e-290,3.839218952150374e-38,1.90411,2.936446,1.032336,1.90411,-1.90411,-2.936446,4.2237160129396545e-141,3.839218952150374e-38,3.839218952150374e-38
KO:K00046,gluconate 5-dehydrogenase [EC:1.1.1.69],6533,5.151601297585907e-15,1.3481582703975596e-08,0.0008625111016284625,4.50626171026977e-15,0.21380377,-0.022416115,-0.23621988,-0.022416115,-0.23621988,0.022416115,0.0008625111016284625,1.3481582703975596e-08,0.0008625111016284625
KO:K00048,lactaldehyde reductase [EC:1.1.1.77],3081,0.0,9.425752208199438e-74,2.9865335542402677e-167,0.0,2.033622,-3.9687946,-6.0024166,-3.9687946,-6.0024166,3.9687946,9.425752208199438e-74,9.425752208199438e-74,2.9865335542402677e-167
KO:K00049,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],2328,5.760091441758312e-38,9.362370698713898e-11,1.5729101930453697e-16,3.4898173009654254e-39,0.44323587,-1.1504288,-1.5936646,-1.1504288,-1.5936646,1.1504288,9.362370698713898e-11,9.362370698713898e-11,1.5729101930453697e-16
KO:K00050,hydroxypyruvate reductase [EC:1.1.1.81],6529,1.4551624447889776e-108,0.0002118436324728997,1.5005355401966235e-81,2.3042582779926475e-97,0.13382721,-0.6271696,-0.7609968,-0.6271696,-0.7609968,0.6271696,0.0002118436324728997,0.0002118436324728997,1.5005355401966235e-81
KO:K00051,malate dehydrogenase (NADP+) [EC:1.1.1.82],841,2.0019387483452158e-39,3.3670210479451086e-34,0.526778349329088,6.303490561080001e-27,-0.6857395,0.1747446,0.8604841,-0.6857395,0.6857395,-0.8604841,0.526778349329088,6.303490561080001e-27,0.526778349329088
KO:K00052,3-isopropylmalate dehydrogenase [EC:1.1.1.85],6539,6.9119152943685465e-105,7.359964749676775e-82,1.2335202319672365e-63,0.8125428799068634,-0.47872543,-0.38617897,0.09254646,-0.47872543,0.09254646,-0.09254646,1.2335202319672365e-63,0.8125428799068634,0.8125428799068634
KO:K00053,ketol-acid reductoisomerase [EC:1.1.1.86],6539,3.39907306551073e-134,2.1951146847717465e-125,2.7337515497552976e-51,7.977037108358736e-09,-0.64514446,-0.32369232,0.32145214,-0.64514446,0.32145214,-0.32145214,2.7337515497552976e-51,7.977037108358736e-09,7.977037108358736e-09
KO:K00054,hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88],6336,0.0,7.578898680548841e-219,6.554709114965268e-302,5.482220732744104e-17,-1.621458,-2.1635547,-0.5420966,-2.1635547,-0.5420966,0.5420966,7.578898680548841e-219,5.482220732744104e-17,5.482220732744104e-17
KO:K00055,aryl-alcohol dehydrogenase [EC:1.1.1.90],6068,8.735455731703462e-286,3.409644579734736e-269,2.0152795202989495e-100,1.055445804839266e-20,1.8383212,1.4274955,-0.41082573,1.4274955,-1.8383212,-1.4274955,2.0152795202989495e-100,1.055445804839266e-20,1.055445804839266e-20
KO:K00057,glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],6538,6.68892301600519e-284,1.2242419315906243e-264,4.753923613449569e-105,6.747763204658022e-18,-1.0479136,-0.6339178,0.41399574,-1.0479136,0.41399574,-0.41399574,4.753923613449569e-105,6.747763204658022e-18,6.747763204658022e-18
KO:K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],6539,5.151004581330649e-27,2.0175995872178248e-16,1.1276462406294156e-22,0.02129505334090545,-0.23268795,-0.15855503,0.07413292,-0.23268795,0.07413292,-0.07413292,2.0175995872178248e-16,0.02129505334090545,0.02129505334090545
KO:K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],6539,6.0111374198625655e-59,3.1806057232623096e-60,2.677817873668574e-08,3.2042106719366355e-17,0.38735676,0.21581459,-0.17154217,0.21581459,-0.38735676,-0.21581459,2.677817873668574e-08,3.2042106719366355e-17,2.677817873668574e-08
KO:K00060,threonine 3-dehydrogenase [EC:1.1.1.103],6522,1.2113391304588927e-194,8.159122988181201e-144,2.1427228996296615e-07,3.270517758982209e-150,0.82544994,-0.13173914,-0.9571891,-0.13173914,-0.9571891,0.13173914,2.1427228996296615e-07,8.159122988181201e-144,2.1427228996296615e-07
KO:K00064,D-threo-aldose 1-dehydrogenase [EC:1.1.1.122],6305,0.0,0.027837708914581687,2.2606369548857784e-303,1.030984401477493e-237,0.021847725,2.4598942,2.4380465,0.021847725,-0.021847725,-2.4598942,0.027837708914581687,0.027837708914581687,1.030984401477493e-237
KO:K00065,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127],6518,1.020603581703826e-26,3.608680859672403e-16,0.00012428905333122252,3.406183212425929e-25,0.29785728,-0.08990097,-0.38775826,-0.08990097,-0.38775826,0.08990097,0.00012428905333122252,3.608680859672403e-16,0.00012428905333122252
KO:K00066,GDP-mannose 6-dehydrogenase [EC:1.1.1.132],6180,0.0,0.0,8.731915727654194e-131,1.1415304653260355e-93,3.0170164,1.3785839,-1.6384325,1.3785839,-3.0170164,-1.3785839,8.731915727654194e-131,1.1415304653260355e-93,1.1415304653260355e-93
KO:K00067,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],6539,2.823999316658449e-308,1.9964311981385904e-142,7.810282715123017e-270,3.911566640137449e-31,-0.7861862,-1.2256346,-0.43944836,-1.2256346,-0.43944836,0.43944836,1.9964311981385904e-142,3.911566640137449e-31,3.911566640137449e-31
KO:K00068,sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140],5117,0.0,0.110120447124413,0.0,0.0,0.1836173,-3.5694258,-3.7530432,-3.5694258,-3.7530432,3.5694258,0.110120447124413,0.110120447124413,0.0
KO:K00069,15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141],1595,2.1506138511062308e-27,1.5775151211310916e-17,3.1155597613620003e-22,0.0504251686247183,0.5835748,0.88038874,0.29681396,0.5835748,-0.5835748,-0.88038874,1.5775151211310916e-17,0.0504251686247183,0.0504251686247183
KO:K00073,ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350],5865,2.5210985619364883e-146,2.355342059319551e-146,4.287183120037687e-12,9.176015313406331e-51,1.5256429,0.37602043,-1.1496224,0.37602043,-1.5256429,-0.37602043,4.287183120037687e-12,9.176015313406331e-51,4.287183120037687e-12
KO:K00074,3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],6537,9.356974132285647e-127,3.756600288316747e-125,2.7930841931972885e-07,5.543205818046094e-51,0.56925774,0.12871265,-0.44054508,0.12871265,-0.56925774,-0.12871265,2.7930841931972885e-07,5.543205818046094e-51,2.7930841931972885e-07
KO:K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],6539,5.480615646692283e-303,1.330844151118005e-259,3.992379508059893e-148,8.057936310622167e-06,-1.045898,-0.7453637,0.30053425,-1.045898,0.30053425,-0.30053425,3.992379508059893e-148,8.057936310622167e-06,8.057936310622167e-06
KO:K00076,7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159],6243,8.304735963105873e-72,7.121961721993893e-34,5.641113324999071e-16,8.369286652038867e-70,-0.538064,0.5741987,1.1122627,-0.538064,0.538064,-1.1122627,5.641113324999071e-16,7.121961721993893e-34,5.641113324999071e-16
KO:K00077,2-dehydropantoate 2-reductase [EC:1.1.1.169],6537,3.0961683206139397e-267,1.330816375908699e-262,3.711498156666643e-14,5.647007312287591e-105,0.95431185,0.2645893,-0.68972254,0.2645893,-0.95431185,-0.2645893,3.711498156666643e-14,5.647007312287591e-105,3.711498156666643e-14
KO:K00078,dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179],1245,1.792525610728157e-64,1.4668997854343932e-65,1.7666452239239194e-07,7.642066005234305e-21,-1.2775211,-0.2522683,1.0252528,-1.2775211,1.0252528,-1.0252528,1.7666452239239194e-07,7.642066005234305e-21,1.7666452239239194e-07
KO:K00079,carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197],2550,2.5685699726179133e-95,1.346514525270916e-42,5.142606334524732e-86,3.443197917464692e-12,1.7725539,2.5646343,0.7920804,1.7725539,-1.7725539,-2.5646343,1.346514525270916e-42,3.443197917464692e-12,3.443197917464692e-12
KO:K00081,carbonyl reductase 2 [EC:1.1.1.184],835,1.2589292661699912e-09,0.21557701335379342,2.9415996417080773e-10,1.22422342390009e-06,0.14331818,0.44063282,0.29731464,0.14331818,-0.14331818,-0.44063282,0.21557701335379342,0.21557701335379342,1.22422342390009e-06
KO:K00082,5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193],5872,1.427663245087757e-227,2.516101391847246e-125,4.496595140033981e-185,3.9805536072741816e-13,1.7658238,2.5545063,0.7886826,1.7658238,-1.7658238,-2.5545063,2.516101391847246e-125,3.9805536072741816e-13,3.9805536072741816e-13
KO:K00086,"1,3-propanediol dehydrogenase [EC:1.1.1.202]",4372,0.0,1.4033560867456074e-114,3.936199295883338e-139,0.0,3.5724978,-1.9394561,-5.511954,-1.9394561,-5.511954,1.9394561,1.4033560867456074e-114,1.4033560867456074e-114,3.936199295883338e-139
KO:K00087,xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4],6387,1.1149656803822902e-174,2.830795304614432e-16,6.921473821070028e-110,1.0265436244173861e-167,0.37922955,-1.2298799,-1.6091094,-1.2298799,-1.6091094,1.2298799,2.830795304614432e-16,2.830795304614432e-16,6.921473821070028e-110
KO:K00088,IMP dehydrogenase [EC:1.1.1.205],6539,9.632764790075247e-116,4.123126827565897e-107,1.3744088518242829e-46,8.382410836681647e-07,-0.74517727,-0.3505335,0.39464378,-0.74517727,0.39464378,-0.39464378,1.3744088518242829e-46,8.382410836681647e-07,8.382410836681647e-07
KO:K00090,glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215],5951,2.3438369678907075e-33,1.2086430622463746e-17,3.873967060077899e-07,1.9340912635212658e-32,-1.1833887,0.27891064,1.4622993,-1.1833887,1.1833887,-1.4622993,3.873967060077899e-07,1.2086430622463746e-17,3.873967060077899e-07
KO:K00091,dihydroflavonol-4-reductase [EC:1.1.1.219],6531,3.5549833611825567e-78,9.197784813440442e-62,0.016661940634280507,6.319212564231694e-58,0.7108526,-0.054147243,-0.76499987,-0.054147243,-0.76499987,0.054147243,0.016661940634280507,6.319212564231694e-58,0.016661940634280507
KO:K00094,galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251],2123,5.133258001521698e-55,0.28751688766144334,2.0522995211674835e-51,9.266554535842627e-40,-0.051026344,-1.8905792,-1.8395529,-1.8905792,-1.8395529,1.8395529,0.28751688766144334,0.28751688766144334,9.266554535842627e-40
KO:K00096,glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261],6273,1.02523837814275e-267,1.470035396715198e-13,4.491460351211499e-188,1.9129196494677936e-245,0.54564047,-1.7113008,-2.2569413,-1.7113008,-2.2569413,1.7113008,1.470035396715198e-13,1.470035396715198e-13,4.491460351211499e-188
KO:K00097,4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262],6538,1.5004625395198849e-294,3.3794333306139243e-286,2.3920400867059295e-84,7.522048651073775e-33,-0.9960246,-0.4717493,0.5242753,-0.9960246,0.5242753,-0.5242753,2.3920400867059295e-84,7.522048651073775e-33,7.522048651073775e-33
KO:K00098,L-idonate 5-dehydrogenase [EC:1.1.1.264],6088,8.336203382719834e-226,8.717786540086074e-05,9.384596164617732e-177,3.26450915780248e-194,-0.4188738,1.7194767,2.1383505,-0.4188738,0.4188738,-2.1383505,8.717786540086074e-05,8.717786540086074e-05,9.384596164617732e-177
KO:K00099,1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],6537,3.696630085985476e-142,9.172052425792672e-120,3.5801115552508734e-74,0.01792683614163443,-0.69816303,-0.5060215,0.19214153,-0.69816303,0.19214153,-0.19214153,3.5801115552508734e-74,0.01792683614163443,0.01792683614163443
KO:K00100,butanol dehydrogenase [EC:1.1.1.-],6539,7.178217379270939e-71,2.7002630549563295e-48,2.657556272131046e-51,0.056648300487573355,0.4051323,0.6226468,0.21751451,0.4051323,-0.4051323,-0.6226468,2.7002630549563295e-48,0.056648300487573355,0.056648300487573355
KO:K00101,L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],6389,0.0,2.8537689315166375e-60,2.054244002738497e-304,0.0,-0.668056,2.5976644,3.2657204,-0.668056,0.668056,-3.2657204,2.8537689315166375e-60,2.8537689315166375e-60,2.054244002738497e-304
KO:K00102,D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4],6528,2.0006977466866516e-95,0.7947267119077714,4.198411047886511e-85,1.0773349420150564e-72,-0.029994965,0.70776796,0.7377629,-0.029994965,0.029994965,-0.7377629,0.7947267119077714,0.7947267119077714,1.0773349420150564e-72
KO:K00103,L-gulonolactone oxidase [EC:1.1.3.8],5734,4.93059978310012e-278,0.021852235229916712,3.0612416584486124e-254,3.111467287249881e-196,-0.061890602,3.2684898,3.3303804,-0.061890602,0.061890602,-3.3303804,0.021852235229916712,0.021852235229916712,3.111467287249881e-196
KO:K00104,glycolate oxidase [EC:1.1.3.15],6527,0.038691852727094515,0.44754216373611033,0.010952840640920959,0.08140217162001122,-0.077510834,-0.038635254,0.03887558,-0.077510834,0.03887558,-0.03887558,0.44754216373611033,0.44754216373611033,0.08140217162001122
KO:K00105,alpha-glycerophosphate oxidase [EC:1.1.3.21],3188,1.4788352927165038e-287,3.36864995964345e-282,9.32305381553248e-15,1.1522106820171476e-113,-5.496275,-0.70299983,4.793275,-5.496275,4.793275,-4.793275,9.32305381553248e-15,1.1522106820171476e-113,9.32305381553248e-15
KO:K00106,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],4839,5.729974213259543e-75,9.23409116823582e-64,8.455522097245076e-40,0.08686628323681451,1.2653003,1.5975894,0.33228904,1.2653003,-1.2653003,-1.5975894,8.455522097245076e-40,0.08686628323681451,0.08686628323681451
KO:K00107,"D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]",2368,2.063501609733889e-183,9.085175273724693e-123,1.254938769025208e-130,0.002068590074091016,2.6700952,3.1340148,0.46391964,2.6700952,-2.6700952,-3.1340148,9.085175273724693e-123,0.002068590074091016,0.002068590074091016
KO:K00108,choline dehydrogenase [EC:1.1.99.1],6447,0.0,3.135085831592806e-07,0.0,0.0,-0.21430016,2.921916,3.1362162,-0.21430016,0.21430016,-3.1362162,3.135085831592806e-07,3.135085831592806e-07,0.0
